0,723.231
0.009268889,723.042
2.024982817,720.194
3.738249326,716.361
5.766566478,712.288
7.952077149,708.736
17.43015713,716.173
18.23529617,715.781
19.83287807,714.301
30.15940504,706.095
37.1457776,710.531
42.25575678,713.804
45.71013252,715.846
63.48058859,719.586
64.10941612,719.492
66.07435914,719.202
69.44013603,718.742
82.82585337,716.931
97.35737343,707.857
102.0958074,704.991
102.6608837,704.641
121.8259172,678.905
127.3977502,666.394
135.4157594,648.055
139.8476069,637.5
154.4204373,605.994
155.9117849,602.363
167.8912084,545.9
169.6483722,536.732
170.4121127,534.103
171.533241,530.174
175.7540872,514.695
179.742088,498.9
180.7097029,494.643
186.2716278,476.267
188.5082529,467.056
189.290536,464.303
190.9944145,457.5
192.8441153,446.553
193.6921291,434.41
193.5199334,430.477
193.7005212,428.953
249.7901415,463.151
256.4487499,470.372
266.1509275,480.598
282.3376222,497.176
284.8237434,499.667
286.2990414,501.26
294.4915784,509.952
303.7483116,519.961
308.247695,525.811
316.5338193,536.559
318.3990885,538.961
322.1778597,543.966
339.2056584,578.613
343.2025041,591.839
344.1653214,595.105
346.8653584,604.434
354.5647527,632.696
359.2521477,650.178
366.463038,679.486
367.5873401,684.192
377.6359935,710.31
378.5949866,711.665
381.2235372,715.898
384.2939395,720.932
386.9881727,723.231
386.9882054,723.231
