2.400000000000000000e+03, 1.000000000000000000e+02, 5.000000000000000000e+01, 8.090000000000000000e+02, 1.000154764221578452e+00, 1.980000000000000000e+02, 4.410000000000000000e+02
2.400000000000000000e+03, 1.000000000000000000e+02, 7.500000000000000000e+01, 7.330000000000000000e+02, 1.001441975544966612e+00, 1.220000000000000000e+02, 4.410000000000000000e+02
2.400000000000000000e+03, 1.000000000000000000e+02, 1.000000000000000000e+02, 6.850000000000000000e+02, 1.003857256398213993e+00, 7.400000000000000000e+01, 4.410000000000000000e+02
2.400000000000000000e+03, 1.000000000000000000e+02, 1.250000000000000000e+02, 6.600000000000000000e+02, 1.008122489643052733e+00, 4.900000000000000000e+01, 4.410000000000000000e+02
2.400000000000000000e+03, 1.000000000000000000e+02, 1.500000000000000000e+02, 6.340000000000000000e+02, 1.004097195283873756e+00, 2.300000000000000000e+01, 4.410000000000000000e+02
2.400000000000000000e+03, 1.000000000000000000e+02, 1.750000000000000000e+02, 6.080000000000000000e+02, 1.001084616617679446e+00, 0.000000000000000000e+00, 4.380000000000000000e+02
2.400000000000000000e+03, 1.000000000000000000e+02, 2.000000000000000000e+02, 5.880000000000000000e+02, 1.003109209402333946e+00, 0.000000000000000000e+00, 4.180000000000000000e+02
2.400000000000000000e+03, 1.000000000000000000e+02, 2.250000000000000000e+02, 5.700000000000000000e+02, 1.005119135682535969e+00, 0.000000000000000000e+00, 4.000000000000000000e+02
2.400000000000000000e+03, 1.000000000000000000e+02, 2.500000000000000000e+02, 5.510000000000000000e+02, 1.001182585636935185e+00, 0.000000000000000000e+00, 3.810000000000000000e+02
2.400000000000000000e+03, 1.000000000000000000e+02, 2.750000000000000000e+02, 5.330000000000000000e+02, 1.003224617007226094e+00, 0.000000000000000000e+00, 3.630000000000000000e+02
2.700000000000000000e+03, 1.000000000000000000e+02, 5.000000000000000000e+01, 8.090000000000000000e+02, 1.000154764221578452e+00, 1.030000000000000000e+02, 5.360000000000000000e+02
2.700000000000000000e+03, 1.000000000000000000e+02, 7.500000000000000000e+01, 7.270000000000000000e+02, 1.003567996838886422e+00, 2.100000000000000000e+01, 5.360000000000000000e+02
2.700000000000000000e+03, 1.000000000000000000e+02, 1.000000000000000000e+02, 6.820000000000000000e+02, 1.007180607402688111e+00, 0.000000000000000000e+00, 5.120000000000000000e+02
2.700000000000000000e+03, 1.000000000000000000e+02, 1.250000000000000000e+02, 6.550000000000000000e+02, 1.000827654591019078e+00, 0.000000000000000000e+00, 4.850000000000000000e+02
2.700000000000000000e+03, 1.000000000000000000e+02, 1.500000000000000000e+02, 6.290000000000000000e+02, 1.003268050073227169e+00, 0.000000000000000000e+00, 4.590000000000000000e+02
2.700000000000000000e+03, 1.000000000000000000e+02, 1.750000000000000000e+02, 6.030000000000000000e+02, 1.004728873610764461e+00, 0.000000000000000000e+00, 4.330000000000000000e+02
2.700000000000000000e+03, 1.000000000000000000e+02, 2.000000000000000000e+02, 5.830000000000000000e+02, 1.000056916368483151e+00, 0.000000000000000000e+00, 4.130000000000000000e+02
2.700000000000000000e+03, 1.000000000000000000e+02, 2.250000000000000000e+02, 5.650000000000000000e+02, 1.005697723379318287e+00, 0.000000000000000000e+00, 3.950000000000000000e+02
2.700000000000000000e+03, 1.000000000000000000e+02, 2.500000000000000000e+02, 5.460000000000000000e+02, 1.004680566695423494e+00, 0.000000000000000000e+00, 3.760000000000000000e+02
2.700000000000000000e+03, 1.000000000000000000e+02, 2.750000000000000000e+02, 5.270000000000000000e+02, 1.003847637612241606e+00, 0.000000000000000000e+00, 3.570000000000000000e+02
3.000000000000000000e+03, 1.000000000000000000e+02, 5.000000000000000000e+01, 8.090000000000000000e+02, 1.000154764221578452e+00, 8.500000000000000000e+01, 5.540000000000000000e+02
3.000000000000000000e+03, 1.000000000000000000e+02, 7.500000000000000000e+01, 7.180000000000000000e+02, 1.002207478900981164e+00, 0.000000000000000000e+00, 5.480000000000000000e+02
3.000000000000000000e+03, 1.000000000000000000e+02, 1.000000000000000000e+02, 6.780000000000000000e+02, 1.003307952715446705e+00, 0.000000000000000000e+00, 5.080000000000000000e+02
3.000000000000000000e+03, 1.000000000000000000e+02, 1.250000000000000000e+02, 6.510000000000000000e+02, 1.004680700356384460e+00, 0.000000000000000000e+00, 4.810000000000000000e+02
3.000000000000000000e+03, 1.000000000000000000e+02, 1.500000000000000000e+02, 6.240000000000000000e+02, 1.005321723014007462e+00, 0.000000000000000000e+00, 4.540000000000000000e+02
3.000000000000000000e+03, 1.000000000000000000e+02, 1.750000000000000000e+02, 5.980000000000000000e+02, 1.004279018380243693e+00, 0.000000000000000000e+00, 4.280000000000000000e+02
3.000000000000000000e+03, 1.000000000000000000e+02, 2.000000000000000000e+02, 5.790000000000000000e+02, 1.006858609491747325e+00, 0.000000000000000000e+00, 4.090000000000000000e+02
3.000000000000000000e+03, 1.000000000000000000e+02, 2.250000000000000000e+02, 5.590000000000000000e+02, 1.002922270855375775e+00, 0.000000000000000000e+00, 3.890000000000000000e+02
